study_id,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location,flag,notes
S076,PE,SI,0.746,526.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.15",,
S164,ATT,BI,0.85,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,ATT,EE,0.763,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,ATT,FC,0.833,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,ATT,PE,0.714,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,ATT,SI,-0.031,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",review,SN near-zero; possible measurement artifact.
S164,ATT,UB,0.784,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,BI,EE,0.729,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,BI,FC,0.82,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,BI,PE,0.687,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,BI,SI,-0.03,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",review,SN near-zero.
S164,BI,UB,0.806,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,EE,FC,0.742,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,EE,PE,0.716,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,EE,SI,-0.024,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",review,SN near-zero.
S164,EE,UB,0.659,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,FC,PE,0.632,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,FC,SI,-0.011,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",review,SN near-zero.
S164,FC,UB,0.751,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",,
S164,PE,SI,-0.021,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",review,SN near-zero.
S164,PE,UB,-0.031,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",review,PE-UB negative; likely extraction error or suppression.
S164,SI,UB,-0.005,2078.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8",review,SN near-zero.
S091,ATT,BI,0.478,382.0,latest_human_R1_CORRELATIONS,"Table 7 (Fornell-Larcker), p.12",,
S091,ATT,FC,0.687,382.0,latest_human_R1_CORRELATIONS,"Table 7 (Fornell-Larcker), p.12",,
S091,ATT,PE,0.748,382.0,latest_human_R1_CORRELATIONS,"Table 7 (Fornell-Larcker), p.12",,
S091,BI,FC,0.516,382.0,latest_human_R1_CORRELATIONS,"Table 7 (Fornell-Larcker), p.12",,
S091,BI,PE,0.523,382.0,latest_human_R1_CORRELATIONS,"Table 7 (Fornell-Larcker), p.12",,
S091,FC,PE,0.684,382.0,latest_human_R1_CORRELATIONS,"Table 7 (Fornell-Larcker), p.12",,
S187,ANX,BI,0.002,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",review,Stress near-zero.
S187,ANX,EE,0.03,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",review,Stress near-zero.
S187,ANX,FC,0.052,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",review,Stress near-zero.
S187,ANX,PE,0.031,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",review,Stress(ANX) near-zero.
S187,ANX,SI,0.026,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",review,Stress near-zero.
S187,BI,EE,0.591,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",,
S187,BI,FC,0.598,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",,
S187,BI,PE,0.655,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",,
S187,BI,SI,0.639,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",,
S187,EE,FC,0.703,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",,
S187,EE,PE,0.572,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",,
S187,EE,SI,0.571,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",,
S187,FC,PE,0.535,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",,
S187,FC,SI,0.655,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",,
S187,PE,SI,0.614,352.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.10",,
S223,BI,EE,0.808,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,BI,FC,0.737,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,BI,PE,0.818,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,BI,SI,0.703,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,BI,TRU,0.732,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,BI,UB,0.799,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,EE,FC,0.785,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,EE,PE,0.732,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,EE,SI,0.579,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,EE,TRU,0.666,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,EE,UB,0.66,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,FC,PE,0.667,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,FC,SI,0.657,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,FC,TRU,0.706,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,FC,UB,0.616,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,PE,SI,0.607,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,PE,TRU,0.678,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,PE,UB,0.707,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,SI,TRU,0.668,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,SI,UB,0.748,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S223,TRU,UB,0.688,300.0,latest_human_R1_CORRELATIONS,"Table 4 (Fornell-Larcker), p.8082",,
S005,ANX,BI,0.174,230.0,latest_human_R1_CORRELATIONS,"Table 2 (Fornell-Larcker), p.970",,
S005,ANX,FC,0.205,230.0,latest_human_R1_CORRELATIONS,"Table 2 (Fornell-Larcker), p.970",review,CON mapped to FC.
S005,ANX,PE,0.233,230.0,latest_human_R1_CORRELATIONS,"Table 2 (Fornell-Larcker), p.970",,
S005,ANX,SE,0.173,230.0,latest_human_R1_CORRELATIONS,"Table 2 (Fornell-Larcker), p.970",,
S005,BI,FC,0.734,230.0,latest_human_R1_CORRELATIONS,"Table 2 (Fornell-Larcker), p.970",review,CON mapped to FC.
S005,BI,PE,0.706,230.0,latest_human_R1_CORRELATIONS,"Table 2 (Fornell-Larcker), p.970",,
S005,BI,SE,0.722,230.0,latest_human_R1_CORRELATIONS,"Table 2 (Fornell-Larcker), p.970",,
S005,FC,PE,0.665,230.0,latest_human_R1_CORRELATIONS,"Table 2 (Fornell-Larcker), p.970",review,"CON mapped to FC (moderate, PBC-like)."
S005,FC,SE,0.711,230.0,latest_human_R1_CORRELATIONS,"Table 2 (Fornell-Larcker), p.970",review,CON mapped to FC.
S005,PE,SE,0.663,230.0,latest_human_R1_CORRELATIONS,"Table 2 (Fornell-Larcker), p.970",,
S168,BI,EE,0.14,534.0,latest_human_R1_CORRELATIONS,Table 4,review,Beta converted because only structural path coefficients were reported; HTMT table not used as Pearson correlations.
S168,BI,FC,-0.05,534.0,latest_human_R1_CORRELATIONS,Table 4,review,Beta converted because only structural path coefficients were reported; HTMT table not used as Pearson correlations.
S168,BI,PE,0.31,534.0,latest_human_R1_CORRELATIONS,Table 4,review,Beta converted because only structural path coefficients were reported; HTMT table not used as Pearson correlations.
S168,BI,SI,0.15,534.0,latest_human_R1_CORRELATIONS,Table 4,review,Beta converted because only structural path coefficients were reported; HTMT table not used as Pearson correlations.
S168,BI,UB,0.47,534.0,latest_human_R1_CORRELATIONS,Table 4,review,Beta converted because only structural path coefficients were reported; HTMT table not used as Pearson correlations.
S168,FC,UB,0.23,534.0,latest_human_R1_CORRELATIONS,Table 4,review,Beta converted because only structural path coefficients were reported; HTMT table not used as Pearson correlations.
S054,BI,EE,0.66,646.0,latest_human_R1_CORRELATIONS,Table 4,review,Fisher-z weighted teacher (n=299) and student (n=347) correlations.
S054,BI,FC,0.67,646.0,latest_human_R1_CORRELATIONS,Table 4,review,Fisher-z weighted teacher (n=299) and student (n=347) correlations.
S054,BI,PE,0.57,646.0,latest_human_R1_CORRELATIONS,Table 4,review,Fisher-z weighted teacher (n=299) and student (n=347) correlations.
S054,BI,SI,0.64,646.0,latest_human_R1_CORRELATIONS,Table 4,review,Fisher-z weighted teacher (n=299) and student (n=347) correlations.
S054,EE,FC,0.66,646.0,latest_human_R1_CORRELATIONS,Table 4,review,Fisher-z weighted teacher (n=299) and student (n=347) correlations.
S054,EE,PE,0.52,646.0,latest_human_R1_CORRELATIONS,Table 4,review,Fisher-z weighted teacher (n=299) and student (n=347) correlations.
S054,EE,SI,0.6,646.0,latest_human_R1_CORRELATIONS,Table 4,review,Fisher-z weighted teacher (n=299) and student (n=347) correlations.
S054,FC,PE,0.58,646.0,latest_human_R1_CORRELATIONS,Table 4,review,Fisher-z weighted teacher (n=299) and student (n=347) correlations.
S054,FC,SI,0.78,646.0,latest_human_R1_CORRELATIONS,Table 4,review,Fisher-z weighted teacher (n=299) and student (n=347) correlations.
S054,PE,SI,0.57,646.0,latest_human_R1_CORRELATIONS,Table 4,review,Fisher-z weighted teacher (n=299) and student (n=347) correlations.
S011,ATT,BI,0.29,304.0,latest_human_R1_CORRELATIONS,Table 6,review,Beta converted. TTF mapped to FC where applicable.
S011,ATT,EE,0.29,304.0,latest_human_R1_CORRELATIONS,Table 6,review,Beta converted. TTF mapped to FC where applicable.
S011,ATT,FC,0.58,304.0,latest_human_R1_CORRELATIONS,Table 6,review,Beta converted. TTF mapped to FC where applicable.
S011,ATT,PE,0.28,304.0,latest_human_R1_CORRELATIONS,Table 6,review,Beta converted. TTF mapped to FC where applicable.
S011,BI,FC,0.72,304.0,latest_human_R1_CORRELATIONS,Table 6,review,Beta converted. TTF mapped to FC where applicable.
S044,ATT,EE,0.64,441.0,latest_human_R1_CORRELATIONS,Table 2,review,Positive Attitudes toward AI mapped to ATT; negative attitude subscale not coded.
S044,ATT,FC,0.47,441.0,latest_human_R1_CORRELATIONS,Table 2,review,Positive Attitudes toward AI mapped to ATT; negative attitude subscale not coded.
S044,ATT,PE,0.54,441.0,latest_human_R1_CORRELATIONS,Table 2,review,Positive Attitudes toward AI mapped to ATT; negative attitude subscale not coded.
S044,ATT,SI,0.64,441.0,latest_human_R1_CORRELATIONS,Table 2,review,Positive Attitudes toward AI mapped to ATT; negative attitude subscale not coded.
S044,EE,FC,0.53,441.0,latest_human_R1_CORRELATIONS,Table 2,,
S044,EE,PE,0.66,441.0,latest_human_R1_CORRELATIONS,Table 2,,
S044,EE,SI,0.53,441.0,latest_human_R1_CORRELATIONS,Table 2,,
S044,FC,PE,0.55,441.0,latest_human_R1_CORRELATIONS,Table 2,,
S044,FC,SI,0.57,441.0,latest_human_R1_CORRELATIONS,Table 2,,
S044,PE,SI,0.68,441.0,latest_human_R1_CORRELATIONS,Table 2,,
S151,EE,FC,0.54,295.0,latest_human_R1_CORRELATIONS,Table 2,,
S151,EE,PE,0.46,295.0,latest_human_R1_CORRELATIONS,Table 2,,
S151,EE,SE,0.42,295.0,latest_human_R1_CORRELATIONS,Table 2,,
S151,EE,UB,0.54,295.0,latest_human_R1_CORRELATIONS,Table 2,review,UB scale includes use-frequency items plus one continuation-intention item.
S151,FC,PE,0.47,295.0,latest_human_R1_CORRELATIONS,Table 2,,
S151,FC,SE,0.5,295.0,latest_human_R1_CORRELATIONS,Table 2,,
S151,FC,UB,0.56,295.0,latest_human_R1_CORRELATIONS,Table 2,review,UB scale includes use-frequency items plus one continuation-intention item.
S151,PE,SE,0.48,295.0,latest_human_R1_CORRELATIONS,Table 2,,
S151,PE,UB,0.57,295.0,latest_human_R1_CORRELATIONS,Table 2,review,UB scale includes use-frequency items plus one continuation-intention item.
S151,SE,UB,0.56,295.0,latest_human_R1_CORRELATIONS,Table 2,review,UB scale includes use-frequency items plus one continuation-intention item.
S087,ATT,BI,0.62,620.0,latest_human_R1_CORRELATIONS,Table 4,review,Satisfaction mapped to ATT.
S087,ATT,EE,0.61,620.0,latest_human_R1_CORRELATIONS,Table 4,review,Satisfaction mapped to ATT.
S087,ATT,FC,0.52,620.0,latest_human_R1_CORRELATIONS,Table 4,review,Satisfaction mapped to ATT.
S087,ATT,PE,0.59,620.0,latest_human_R1_CORRELATIONS,Table 4,review,Satisfaction mapped to ATT.
S087,ATT,SI,0.62,620.0,latest_human_R1_CORRELATIONS,Table 4,review,Satisfaction mapped to ATT.
S087,BI,EE,0.39,620.0,latest_human_R1_CORRELATIONS,Table 4,,
S087,BI,FC,0.29,620.0,latest_human_R1_CORRELATIONS,Table 4,,
S087,BI,PE,0.4,620.0,latest_human_R1_CORRELATIONS,Table 4,,
S087,BI,SI,0.63,620.0,latest_human_R1_CORRELATIONS,Table 4,,
S087,EE,FC,0.49,620.0,latest_human_R1_CORRELATIONS,Table 4,,
S087,EE,PE,0.63,620.0,latest_human_R1_CORRELATIONS,Table 4,,
S087,EE,SI,0.47,620.0,latest_human_R1_CORRELATIONS,Table 4,,
S087,FC,PE,0.43,620.0,latest_human_R1_CORRELATIONS,Table 4,,
S087,FC,SI,0.39,620.0,latest_human_R1_CORRELATIONS,Table 4,,
S087,PE,SI,0.48,620.0,latest_human_R1_CORRELATIONS,Table 4,,
S051,ANX,BI,-0.23,524.0,latest_human_R1_CORRELATIONS,Table 2,review,Perceived risk mapped to ANX.
S051,ANX,EE,-0.14,524.0,latest_human_R1_CORRELATIONS,Table 2,review,Perceived risk mapped to ANX.
S051,ANX,FC,-0.34,524.0,latest_human_R1_CORRELATIONS,Table 2,review,Perceived risk mapped to ANX.
S051,ANX,PE,-0.16,524.0,latest_human_R1_CORRELATIONS,Table 2,review,Perceived risk mapped to ANX.
S051,ANX,SI,-0.21,524.0,latest_human_R1_CORRELATIONS,Table 2,review,Perceived risk mapped to ANX.
S051,ANX,UB,-0.06,524.0,latest_human_R1_CORRELATIONS,Table 2,review,Perceived risk mapped to ANX.
S051,BI,EE,0.45,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,BI,FC,0.51,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,BI,PE,0.69,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,BI,SI,0.58,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,BI,UB,0.42,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,EE,FC,0.59,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,EE,PE,0.48,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,EE,SI,0.5,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,EE,UB,0.44,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,FC,PE,0.47,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,FC,SI,0.53,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,FC,UB,0.56,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,PE,SI,0.57,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,PE,UB,0.44,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S051,SI,UB,0.41,524.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,BI,EE,0.5,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,BI,FC,0.32,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,BI,PE,0.64,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,BI,SI,0.55,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,BI,TRU,0.7,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,BI,UB,0.62,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,EE,FC,0.24,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,EE,PE,0.55,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,EE,SI,0.39,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,EE,TRU,0.48,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,EE,UB,0.46,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,FC,PE,0.19,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,FC,SI,0.46,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,FC,TRU,0.41,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,FC,UB,0.15,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,PE,SI,0.44,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,PE,TRU,0.53,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,PE,UB,0.62,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,SI,TRU,0.51,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,SI,UB,0.41,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S086,TRU,UB,0.46,235.0,latest_human_R1_CORRELATIONS,Table 2,,
S074,ANX,ATT,0.65,1260.0,latest_human_R1_CORRELATIONS,Table 3,review,Anxiety correlations are positive; possible scale orientation issue.
S074,ANX,BI,0.6,1260.0,latest_human_R1_CORRELATIONS,Table 3,review,Anxiety correlations are positive; possible scale orientation issue.
S074,ANX,EE,0.18,1260.0,latest_human_R1_CORRELATIONS,Table 3,review,Anxiety correlations are positive; possible scale orientation issue.
S074,ANX,PE,0.5,1260.0,latest_human_R1_CORRELATIONS,Table 3,review,Anxiety correlations are positive; possible scale orientation issue.
S074,ANX,SE,0.68,1260.0,latest_human_R1_CORRELATIONS,Table 3,review,Anxiety correlations are positive; possible scale orientation issue.
S074,ATT,BI,0.64,1260.0,latest_human_R1_CORRELATIONS,Table 3,,
S074,ATT,EE,0.27,1260.0,latest_human_R1_CORRELATIONS,Table 3,,
S074,ATT,PE,0.7,1260.0,latest_human_R1_CORRELATIONS,Table 3,,
S074,ATT,SE,0.69,1260.0,latest_human_R1_CORRELATIONS,Table 3,,
S074,BI,EE,0.33,1260.0,latest_human_R1_CORRELATIONS,Table 3,,
S074,BI,PE,0.59,1260.0,latest_human_R1_CORRELATIONS,Table 3,,
S074,BI,SE,0.65,1260.0,latest_human_R1_CORRELATIONS,Table 3,,
S074,EE,PE,0.34,1260.0,latest_human_R1_CORRELATIONS,Table 3,,
S074,EE,SE,0.3,1260.0,latest_human_R1_CORRELATIONS,Table 3,,
S074,PE,SE,0.64,1260.0,latest_human_R1_CORRELATIONS,Table 3,,
S189,ATT,BI,0.4,236.0,latest_human_R1_CORRELATIONS,Table 7,review,Perception using ChatGPT mapped to ATT.
S189,ATT,EE,0.36,236.0,latest_human_R1_CORRELATIONS,Table 7,review,Perception using ChatGPT mapped to ATT.
S189,ATT,PE,0.39,236.0,latest_human_R1_CORRELATIONS,Table 7,review,Perception using ChatGPT mapped to ATT.
S189,BI,EE,0.51,236.0,latest_human_R1_CORRELATIONS,Table 7,,
S189,BI,PE,0.55,236.0,latest_human_R1_CORRELATIONS,Table 7,,
S189,EE,PE,0.6,236.0,latest_human_R1_CORRELATIONS,Table 7,,
S120,BI,EE,0.06,351.0,latest_human_R1_CORRELATIONS,Table 10,review,"Beta converted separately for students (n=320) and instructors (n=31), then Fisher-z weighted. Subgroup p-values differ for some paths."
S120,BI,FC,0.19,351.0,latest_human_R1_CORRELATIONS,Table 10,review,"Beta converted separately for students (n=320) and instructors (n=31), then Fisher-z weighted. Subgroup p-values differ for some paths."
S120,BI,PE,0.32,351.0,latest_human_R1_CORRELATIONS,Table 10,review,"Beta converted separately for students (n=320) and instructors (n=31), then Fisher-z weighted. Subgroup p-values differ for some paths."
S120,BI,SI,0.14,351.0,latest_human_R1_CORRELATIONS,Table 10,review,"Beta converted separately for students (n=320) and instructors (n=31), then Fisher-z weighted. Subgroup p-values differ for some paths."
S120,BI,UB,0.69,351.0,latest_human_R1_CORRELATIONS,Table 10,review,"Beta converted separately for students (n=320) and instructors (n=31), then Fisher-z weighted. Subgroup p-values differ for some paths."
S081,BI,EE,0.47,305.0,latest_human_R1_CORRELATIONS,Table 4,,
S081,BI,FC,0.43,305.0,latest_human_R1_CORRELATIONS,Table 4,,
S081,BI,PE,0.41,305.0,latest_human_R1_CORRELATIONS,Table 4,,
S081,BI,SI,0.46,305.0,latest_human_R1_CORRELATIONS,Table 4,,
S081,EE,FC,0.36,305.0,latest_human_R1_CORRELATIONS,Table 4,,
S081,EE,PE,0.4,305.0,latest_human_R1_CORRELATIONS,Table 4,,
S081,EE,SI,0.43,305.0,latest_human_R1_CORRELATIONS,Table 4,,
S081,FC,PE,0.2,305.0,latest_human_R1_CORRELATIONS,Table 4,,
S081,FC,SI,0.25,305.0,latest_human_R1_CORRELATIONS,Table 4,,
S081,PE,SI,0.38,305.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,BI,EE,0.74,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,BI,FC,0.79,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,BI,PE,0.68,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,BI,SI,0.74,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,BI,TRU,0.75,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,BI,UB,0.87,622.0,latest_human_R1_CORRELATIONS,Table 4,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S035,EE,FC,0.58,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,EE,PE,0.78,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,EE,SI,0.72,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,EE,TRU,0.63,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,EE,UB,0.64,622.0,latest_human_R1_CORRELATIONS,Table 4,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S035,FC,PE,0.57,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,FC,SI,0.66,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,FC,TRU,0.73,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,FC,UB,0.88,622.0,latest_human_R1_CORRELATIONS,Table 4,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S035,PE,SI,0.7,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,PE,TRU,0.56,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,PE,UB,0.67,622.0,latest_human_R1_CORRELATIONS,Table 4,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S035,SI,TRU,0.68,622.0,latest_human_R1_CORRELATIONS,Table 4,,
S035,SI,UB,0.68,622.0,latest_human_R1_CORRELATIONS,Table 4,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S035,TRU,UB,0.76,622.0,latest_human_R1_CORRELATIONS,Table 4,review,ChatGPT Adoption mapped to UB although items include continuation-intention wording.
S191,BI,EE,0.81,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,BI,FC,0.81,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,BI,PE,0.76,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,BI,SE,0.58,331.0,latest_human_R1_CORRELATIONS,Table 2,review,Computer self-efficacy mapped to SE.
S191,BI,SI,0.7,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,BI,UB,0.72,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,EE,FC,0.62,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,EE,PE,0.71,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,EE,SE,0.35,331.0,latest_human_R1_CORRELATIONS,Table 2,review,Computer self-efficacy mapped to SE.
S191,EE,SI,0.59,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,EE,UB,0.51,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,FC,PE,0.56,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,FC,SE,0.49,331.0,latest_human_R1_CORRELATIONS,Table 2,review,Computer self-efficacy mapped to SE.
S191,FC,SI,0.54,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,FC,UB,0.67,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,PE,SE,0.26,331.0,latest_human_R1_CORRELATIONS,Table 2,review,Computer self-efficacy mapped to SE.
S191,PE,SI,0.53,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,PE,UB,0.45,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S191,SE,SI,0.35,331.0,latest_human_R1_CORRELATIONS,Table 2,review,Computer self-efficacy mapped to SE.
S191,SE,UB,0.58,331.0,latest_human_R1_CORRELATIONS,Table 2,review,Computer self-efficacy mapped to SE.
S191,SI,UB,0.5,331.0,latest_human_R1_CORRELATIONS,Table 2,,
S217,ATT,BI,0.77,344.0,latest_human_R1_CORRELATIONS,Table 4,,
S217,ATT,EE,0.77,344.0,latest_human_R1_CORRELATIONS,Table 4,,
