analysis_record_id,analysis_set,analysis_role,input_id,source_decision_id,source_pair,study_id,construct_1,construct_2,construct_pair,construct_pair_canonical,construct_pair_direction,r_value,r_numeric,r_abs,r_source,statistic_family,evidence_type,is_source_reported_or_direct,is_model_derived_or_converted,include_primary,include_expanded,include_sensitivity,sample_size,sample_size_numeric,country,education_level,user_role,ai_type,common_method_bias,theoretical_framework,significance,confidence,consensus_basis,conversion_rule,override_rule,source_location,source_artifact,source_locator,notes,freeze_tier,include_primary_model_ready,freeze_decision,substitution_scenario,substitution_action,substitution_source_task_unit_id,substitution_review_priority,substitution_model_id,substitution_original_r_numeric,substitution_r_numeric,substitution_delta,sample_size_original,sample_size_numeric_original,sample_size_reconciliation_status,sample_size_reconciliation_source,sample_size_reconciliation_rule,sample_size_reconciliation_note,masem_n_weighted_eligibility,sample_size_pdf_override_original_status,sample_size_pdf_override_value,sample_size_pdf_override_source,sample_size_pdf_override_status,sample_size_pdf_override_note
P1-PRIMARY-00126,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00172,R2R3-CORR-V2-00911,R2_R3,S176,PE,SI,PE-SI,PE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.75,0.75,0.75,direct,human_consensus_direct_r,direct,1,0,1,1,0,1214,1214.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.75,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=912,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01126,P0_expert_review_numeric_or_masem,,0.750000,0.750000,0.000000,,,filled_from_full_corpus_reference_pair,S176_full_sample_PE_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00127,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00173,R2R3-CORR-V2-00913,R2_R3,S176,PE,TRU,PE-TRU,PE-TRU,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.25,0.25,0.25,direct,human_consensus_direct_r,direct,1,0,1,1,0,1214,1214.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.25,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=914,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01128,P0_expert_review_numeric_or_masem,,0.250000,0.250000,0.000000,,,filled_from_full_corpus_reference_pair,S176_full_sample_PE_TRU,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00128,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00174,R2R3-CORR-V2-00914,R2_R3,S176,PE,UB,PE-UB,PE-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.47,0.47,0.47,direct,human_consensus_direct_r,direct,1,0,1,1,0,1214,1214.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.47,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=915,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01129,P0_expert_review_numeric_or_masem,,0.470000,0.470000,0.000000,,,filled_from_full_corpus_reference_pair,S176_full_sample_PE_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00129,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00175,R2R3-CORR-V2-00920,R2_R3,S176,SI,TRU,SI-TRU,SI-TRU,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.32,0.32,0.32,direct,human_consensus_direct_r,direct,1,0,1,1,0,1214,1214.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.32,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=921,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01135,P0_expert_review_numeric_or_masem,,0.320000,0.320000,0.000000,,,filled_from_full_corpus_reference_pair,S176_full_sample_SI_TRU,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00130,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00176,R2R3-CORR-V2-00921,R2_R3,S176,SI,UB,SI-UB,SI-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.37,0.37,0.37,direct,human_consensus_direct_r,direct,1,0,1,1,0,1214,1214.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.37,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=922,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01136,P0_expert_review_numeric_or_masem,,0.370000,0.370000,0.000000,,,filled_from_full_corpus_reference_pair,S176_full_sample_SI_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00131,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00177,R2R3-CORR-V2-00924,R2_R3,S176,TRU,UB,TRU-UB,TRU-UB,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.67,0.67,0.67,direct,human_consensus_direct_r,direct,1,0,1,1,0,1214,1214.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.67,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=925,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01139,P0_expert_review_numeric_or_masem,,0.670000,0.670000,0.000000,,,filled_from_full_corpus_reference_pair,S176_full_sample_TRU_UB,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00132,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00178,R2R3-CORR-V2-00955,R2_R3,S047,BI,EE,BI-EE,BI-EE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.448,0.448,0.448,direct,human_consensus_direct_r,direct,1,0,1,1,0,359,359.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.448,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=956,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01170,P0_expert_review_numeric_or_masem,,0.448000,0.448000,0.000000,,,filled_from_full_corpus_reference_pair,S047_full_sample_BI_EE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00133,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00179,R2R3-CORR-V2-00956,R2_R3,S047,BI,FC,BI-FC,BI-FC,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.308,0.308,0.308,direct,human_consensus_direct_r,direct,1,0,1,1,0,359,359.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.308,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=957,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01171,P0_expert_review_numeric_or_masem,,0.308000,0.308000,0.000000,,,filled_from_full_corpus_reference_pair,S047_full_sample_BI_FC,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00134,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00180,R2R3-CORR-V2-00957,R2_R3,S047,BI,PE,BI-PE,BI-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.524,0.524,0.524,direct,human_consensus_direct_r,direct,1,0,1,1,0,359,359.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.524,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=958,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01172,P0_expert_review_numeric_or_masem,,0.524000,0.524000,0.000000,,,filled_from_full_corpus_reference_pair,S047_full_sample_BI_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00135,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00181,R2R3-CORR-V2-00959,R2_R3,S047,BI,SI,BI-SI,BI-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.534,0.534,0.534,direct,human_consensus_direct_r,direct,1,0,1,1,0,359,359.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.534,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=960,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01174,P0_expert_review_numeric_or_masem,,0.534000,0.534000,0.000000,,,filled_from_full_corpus_reference_pair,S047_full_sample_BI_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00136,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00182,R2R3-CORR-V2-00963,R2_R3,S047,EE,FC,EE-FC,EE-FC,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.304,0.304,0.304,direct,human_consensus_direct_r,direct,1,0,1,1,0,359,359.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.304,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=964,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01178,P0_expert_review_numeric_or_masem,,0.304000,0.304000,0.000000,,,filled_from_full_corpus_reference_pair,S047_full_sample_EE_FC,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00137,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00183,R2R3-CORR-V2-00964,R2_R3,S047,EE,PE,EE-PE,EE-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.573,0.573,0.573,direct,human_consensus_direct_r,direct,1,0,1,1,0,359,359.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.573,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=965,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01179,P0_expert_review_numeric_or_masem,,0.573000,0.573000,0.000000,,,filled_from_full_corpus_reference_pair,S047_full_sample_EE_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00138,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00184,R2R3-CORR-V2-00966,R2_R3,S047,EE,SI,EE-SI,EE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.506,0.506,0.506,direct,human_consensus_direct_r,direct,1,0,1,1,0,359,359.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.506,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=967,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01181,P0_expert_review_numeric_or_masem,,0.506000,0.506000,0.000000,,,filled_from_full_corpus_reference_pair,S047_full_sample_EE_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00139,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00185,R2R3-CORR-V2-00970,R2_R3,S047,FC,PE,FC-PE,FC-PE,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.325,0.325,0.325,direct,human_consensus_direct_r,direct,1,0,1,1,0,359,359.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.325,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=971,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01185,P0_expert_review_numeric_or_masem,,0.325000,0.325000,0.000000,,,filled_from_full_corpus_reference_pair,S047_full_sample_FC_PE,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00140,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00186,R2R3-CORR-V2-00972,R2_R3,S047,FC,SI,FC-SI,FC-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.488,0.488,0.488,direct,human_consensus_direct_r,direct,1,0,1,1,0,359,359.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.488,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=973,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01187,P0_expert_review_numeric_or_masem,,0.488000,0.488000,0.000000,,,filled_from_full_corpus_reference_pair,S047_full_sample_FC_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
P1-PRIMARY-00141,primary,source-reported or human-adjudicated direct-r primary input,DIRECT-R-V2-00187,R2R3-CORR-V2-00977,R2_R3,S047,PE,SI,PE-SI,PE-SI,"as_reported; correlation analyses should use canonical key, beta/path sensitivity keeps reported direction in construct_1/construct_2",0.639,0.639,0.639,direct,human_consensus_direct_r,direct,1,0,1,1,0,359,359.0,,,,,,,NR,human_final,explicit_r2_r3_consensus_sheet_or_implicit_blank_v2,explicit_direct_r,none,0.639,<PRIVATE_AI_ADOPTION_DOCUMENTS_ROOT>/Meta/AI Adoption/Paper2_Analysis_Input_20260530/Paper2_R2_R3_consensus_correlations_full_matrix_20260530.csv,source_sheet_row=978,ready_r_value_direct,frozen_primary_direct_or_direct_like,1,retain_primary,expert_reviewed_llm_assisted_primary,retain_human_reference_after_source_risk_review,P2-TASK-01192,P0_expert_review_numeric_or_masem,,0.639000,0.639000,0.000000,,,filled_from_full_corpus_reference_pair,S047_full_sample_PE_SI,study_pair_single_n_from_frozen_reference,Filled from study+construct-pair match in the 2026-06-09 frozen full-corpus reference.,include_n_weighted_masem,filled_from_full_corpus_reference_pair,,,not_needed_existing_source_supported_n,Existing numeric N retained.
