study_id,phase_block,pair,title,freeze_terminal_status,n_frozen_rows,row_application_source,status_source,freeze_authorization_status,qa_status,caveat_status,next_action,evidence_basis,notes
S034,phase2,Pair C,What influences college students using AI for academic writing? - A quantitative,included_frozen_reference,3,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S035,phase1,Pair A,Understanding of ChatGPT adoption among business school students,included_frozen_reference,21,source_checked_or_logged_reference_draft_rows,phase1_high_confidence_reference_draft_status_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; phase1_high_confidence_reference_draft_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,draft_status=included_row_draft_high_confidence; decision_summary=Use R1 direct Table 4 values for unresolved R1-R2 correlation differences.; notes=Full R1 row set drafted. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S036,phase2,Pair C,Factors affecting acceptance of ChatGPT-4o by English language instructors: The,included_frozen_reference,21,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,authorized_full_corpus_freeze_20260609,pass_with_caveats,metadata_status_caveat,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 21 of 21 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S037,phase2,Pair C,Factors influencing intention to adopt an AI chatbot for learning in higher educ,included_frozen_reference,10,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,authorized_full_corpus_freeze_20260609,pass_with_caveats,metadata_status_caveat,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S038,phase1,Pair A,ChatGPT in higher education - A Student's perspective,included_frozen_reference,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S039,phase2,Pair D,Patients' Acceptance and Intentions on Using Artificial Intelligence in Dental D,excluded_or_no_target_frozen_status,0,,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv,authorized_full_corpus_freeze_20260609,pass_status_only,none,Retain status-only handling in frozen reference; do not generate target rows for this study.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; phase2_confirmed_exclusion_full_corpus_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=metadata differences; exclusion/source-check; exclusion_code=E-FT3. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S040,phase2,Pair C,Integrating AI chatbots for enhancing academic support in business education: A,included_frozen_reference,6,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,authorized_full_corpus_freeze_20260609,pass_with_caveats,metadata_status_caveat,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S041,phase1,Pair A,Responsibility and AI: Exploring technology acceptance models,excluded_or_no_target_frozen_status,0,,phase1_high_confidence_reference_draft_status_20260608.csv,authorized_full_corpus_freeze_20260609,pass_status_only,none,Retain status-only handling in frozen reference; do not generate target rows for this study.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; phase1_high_confidence_reference_draft_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,draft_status=excluded_study_status_draft; decision_summary=Exclude: general AI technology acceptance/use-frequency study; not educational AI adoption.; notes=Logged exclusion only; no target rows.; exclusion_code=E-FT3. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S042,phase1,Pair A,Factors affecting Artificial Intelligence usage intention among nursing students,included_frozen_reference,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S043,phase1,Pair B,University EFL instructors' engagement with generative AI: A cross-cultural anal,included_frozen_reference,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
S044,phase1,Pair A,The predictive effect of nursing students' attitudes and acceptance towards arti,included_frozen_reference,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,authorized_full_corpus_freeze_20260609,pass,none,Eligible for post-freeze Step 5 gate using the frozen reference; preserve caveat overlays in interpretation.,full_corpus_reference_standard_frozen_20260609.csv; full_corpus_reference_standard_freeze_authorization_20260609.md; full_corpus_reference_standard_freeze_caveat_register_20260609.csv; full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded. Frozen on 2026-06-09 under explicit caveat-preservation authorization.
