study_id,phase_block,pair,title,step4_application_progress_status,source_gap_category,next_action,evidence_basis
S101,phase2,Pair D,Determining Factors Influencing Indonesian Higher Education Students' Intention,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S106,phase2,Pair D,Unleashing the determinants of adoption of ChatGPT in medical education: A stude,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S107,phase2,Pair D,Integrating AI in Academia: A SEM Evaluation of Research Scholars’ Usage Intenti,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S114,phase2,Pair D,Predicting EFL Students’ Use of Artificial Intelligence Tool in Advancing Their,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S118,phase2,Pair D,Faculty acceptance and use of generative artificial intelligence in their practi,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S121,phase2,Pair D,Motivational and appraisal factors shaping generative AI use and intention in Au,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S123,phase2,Pair D,Balancing generative AI integration and faculty well-being: evidence from Chines,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S124,phase2,Pair D,Exploring pre-service music teachers' acceptance of generative artificial intell,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S131,phase2,Pair D,Generative AI as a Cognitive Co-Pilot in English Language Learning in Higher Edu,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S133,phase2,Pair D,Habit Predicting Higher Education EFL Students' Intention and Use of AI: A Nexus,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S135,phase2,Pair D,Exploring Generation Z's Acceptance of Artificial Intelligence in Higher Educati,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S137,phase2,Pair D,Responses to the AI Revolution in Hospitality and Tourism Higher Education: The,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S143,phase2,Pair D,Sustainable AI Solutions for Empowering Visually Impaired Students: The Role of,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S149,phase2,Pair D,Measuring Graduate Students' Use of ChatGPT in Academic Writing Based on the Tec,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S150,phase2,Pair D,The Use of Artificial Intelligence in Accounting Classes: Behavioral Insights fr,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S155,phase2,Pair D,Gen-AI integration in higher education: Predicting intentions using SEM-ANN appr,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S157,phase2,Pair D,Examining the moderating effect of motivation on technology acceptance of genera,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S158,phase2,Pair D,Students' Acceptance of ChatGPT in Higher Education: An Extended Unified Theory,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S161,phase2,Pair D,Do in-service teachers accept artificial intelligence-driven technology? The med,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S165,phase2,Pair D,Impact of AI chatbots on EFL learners' technology adoption,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S171,phase2,Pair D,Investigating the adoption of AI in higher education: a study of public universi,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S173,phase2,Pair D,Economics students' behavioural intention and usage of ChatGPT in higher educati,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S175,phase2,Pair D,Second language writing anxiety and ChatGPT adoption as an automated writing eva,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S181,phase2,Pair D,University Learners' Readiness for ChatGPT-Assisted English Learning: Scale Deve,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S183,phase2,Pair D,Factors Shaping the Adoption of AI Tools among Gen Z: An Extended UTAUT2 Model I,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S197,phase2,Pair D,Modeling Teachers' Acceptance of Generative Artificial Intelligence Use in Highe,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S202,phase2,Pair D,The Use of AI-Driven Automation to Enhance Student Learning Experiences in the K,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S204,phase2,Pair D,Understanding Chinese University EFL Learners' Perceptions of AI in English Writ,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S206,phase2,Pair D,Examining generative artificial intelligence adoption in academia: a UTAUT persp,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S207,phase2,Pair D,Antecedents of adoption and usage of ChatGPT among Jordanian university students,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S209,phase2,Pair D,Factors affecting ChatGPT use in education employing TAM: A Jordanian universiti,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S210,phase2,Pair D,Artificial Intelligence Powered Pedagogy: Unveiling Higher Educators' Acceptance,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
S221,phase2,Pair D,Use of ChatGPT at University as a Tool for Complex Thinking: Students' Perceived,full_corpus_reference_application_qa_completed_pending_freeze_authorization,full_corpus_reference_application_qa_completed_pending_freeze_authorization,Review full-corpus application QA findings and authorize/record final freeze before Step 5; keep Step 5 inactive.,data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_rows_draft_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_study_status_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_findings_20260609.csv; data/04_extraction/04_reference_standard_freeze/full_corpus_reference_application_qa_summary_20260609.md
