study_id,phase_block,pair,title,application_terminal_status,n_application_rows,row_application_source,status_source,freeze_authorization_status,qa_status,caveat_status,next_action,evidence_basis,notes
S182,phase2,Pair C,Factors Influencing University Students' Behavioural Intention to Use Generative,included_reference_application_draft,10,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S183,phase2,Pair D,Factors Shaping the Adoption of AI Tools among Gen Z: An Extended UTAUT2 Model I,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S184,phase1,Pair B,Development and Validation of the Artificial Intelligence Learning Intention Sca,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S186,phase1,Pair B,AI in medical education: the moderating role of the chilling effect and STARA aw,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S187,phase1,Pair A,Acceptance of artificial intelligence and its effect on entrepreneurial intentio,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,stress_to_anx_mapping_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S188,phase2,Pair C,New Challenges of Learning Accounting With Artificial Intelligence: The Role of,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S189,phase1,Pair A,"Exploring indian students’ perception, behavioral intentions, and motivation for",included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S190,phase1,Pair A,Factors Affecting Students’ Willingness to Use Artificial Intelligence in Univer,included_reference_application_draft,21,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S191,phase1,Pair A,Understanding teachers' intentions and use of AI tools for research,included_reference_application_draft,21,source_checked_or_logged_reference_draft_rows,phase1_high_confidence_reference_draft_status_20260608.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,path_or_beta_conversion_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; phase1_high_confidence_reference_draft_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,draft_status=included_row_draft_reconciled; decision_summary=Use R2 direct Table 2 values for unresolved R1-R2 correlation differences; values reconciled from the Phase 1 pairwise comparison workbook and confirmed against S191 PDF Table 2.; notes=Raw R2 workbook grid is blank; comparison workbook stores R2 direct values in R2_beta column with direct source labels and USE_R2_DIRECT_VALUE resolutions. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S192,phase2,Pair C,"Utilization of, Perceptions on, and Intention to Use AI Chatbots Among Medical S",included_reference_application_draft,5,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S193,phase1,Pair B,Using Artificial Intelligence Technology to Improve Business English Language Te,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S195,phase2,Pair C,Impact and Perspectives of Generative Artificial Intelligence in Higher Educatio,duplicate_source_status_application_draft,0,,paper_b_phase2_step4_decision_application_audit_20260608.csv,pending_full_corpus_freeze_authorization,pass_status_only,duplicate_or_no_target_status_caveat,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,paper_b_phase2_step4_decision_application_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=S195 is the canonical duplicate audit record. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S196,phase1,Pair A,Acceptance of Educational Artificial Intelligence by Teachers and Its Relationsh,excluded_or_no_target_status_application_draft,0,,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_status_only,excluded_or_no_target_status_caveat,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=excluded_from_masem_correlation_contribution_status_draft; final_freeze_handling=Carry E-FT1/no-target status draft into final full-corpus freeze application/QA; verify no target rows are retained; keep Step 5 inactive.; notes=Correlation-queue lightweight case resolved: R2 excluded/no-correlation note plus lightweight PDF check show UTAUT2 descriptive/group-difference tables and no coded target correlation rows.; exclusion_code=E-FT1; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S197,phase2,Pair D,Modeling Teachers' Acceptance of Generative Artificial Intelligence Use in Highe,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S198,phase1,Pair B,Examining Students' Acceptance and Use of ChatGPT in Saudi Arabian Higher Educat,included_reference_application_draft,15,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S199,phase2,Pair C,Determinants of Humanities and Social Sciences Students' Intentions to Use Artif,included_reference_application_draft,15,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 15 of 15 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S200,phase2,Pair C,Chatbot Technology Use and Acceptance Using Educational Personas,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_manual_blocker_status_20260608.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,manual_resolution_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_manual_blocker_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=reference_draft_created_manual_blocker_resolved. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S201,phase1,Pair A,AI Literacy and Intention to Use Text-Based GenAI for Learning: The Case of Busi,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S202,phase2,Pair D,The Use of AI-Driven Automation to Enhance Student Learning Experiences in the K,excluded_or_no_target_status_application_draft,0,,paper_b_phase2_step4_decision_application_audit_20260608.csv,pending_full_corpus_freeze_authorization,pass_status_only,target_boundary_exclusion_caveat,Confirm target-boundary exclusion handling in final freeze authorization; do not generate Step 5 rows for this study.,paper_b_phase2_step4_decision_application_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=Focal AI-driven LMS administrative automation boundary supersedes numeric availability. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S203,phase2,Pair C,Exploring the Key Factors Influencing College Students' Willingness to Use AI Co,included_reference_application_draft,10,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat; source_corrected_sample_size_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S204,phase2,Pair D,Understanding Chinese University EFL Learners' Perceptions of AI in English Writ,included_reference_application_draft,7,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S205,phase2,Pair C,Factors Affecting the Adoption and Use of ChatGPT in Higher Education,included_reference_application_draft,10,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S206,phase2,Pair D,Examining generative artificial intelligence adoption in academia: a UTAUT persp,duplicate_source_status_application_draft,0,,paper_b_phase2_step4_decision_application_audit_20260608.csv,pending_full_corpus_freeze_authorization,pass_status_only,duplicate_or_no_target_status_caveat,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,paper_b_phase2_step4_decision_application_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=Preserve duplicate linkage to S195 in audit records. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S207,phase2,Pair D,Antecedents of adoption and usage of ChatGPT among Jordanian university students,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S209,phase2,Pair D,Factors affecting ChatGPT use in education employing TAM: A Jordanian universiti,included_reference_application_draft,6,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 6 of 6 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S210,phase2,Pair D,Artificial Intelligence Powered Pedagogy: Unveiling Higher Educators' Acceptance,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S211,phase1,Pair A,"The determinants of ChatGPT usage among accounting students: the role of habit,",included_reference_application_draft,2,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S212,phase1,Pair B,Every Coin has Two Sides: Navigating Factors of Generative Pre-Trained Transform,included_reference_application_draft,8,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S213,phase1,Pair B,Exploring the role of intrinsic motivation in ChatGPT adoption to support active,included_reference_application_draft,3,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S214,phase1,Pair B,ChatGPT in higher education learning: Acceptance and use,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S215,phase1,Pair B,The impact of technology readiness and use perceptions on students’ adoption of,excluded_or_no_target_status_application_draft,0,,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_status_only,path_or_beta_conversion_caveat; excluded_or_no_target_status_caveat,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=excluded_from_masem_correlation_contribution_status_draft; final_freeze_handling=Carry E-FT1/no-target status draft into final full-corpus freeze application/QA; verify no target rows are retained; keep Step 5 inactive.; notes=Coder notes and lightweight PDF check indicate a short research brief with hierarchical regression lacking standardized beta values usable for beta-to-r conversion; no target matrix rows.; exclusion_code=E-FT1; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S216,phase2,Pair C,Understanding the Factors Influencing Higher Education Students' Intention to Ad,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S217,phase1,Pair A,Examining students' intention to use ChatGPT: Does trust matter?,included_reference_application_draft,10,source_checked_or_logged_reference_draft_rows,phase1_high_confidence_reference_draft_status_20260608.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,duplicate_or_no_target_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; phase1_high_confidence_reference_draft_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,draft_status=included_row_draft_high_confidence; decision_summary=Use R1 direct Table 4 values; exclude R2-only duplicated IU-PEU/IU-PU placements under different labels.; notes=Full R1 row set drafted. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S219,phase1,Pair B,Modeling Students' Perceptions of Chatbots in Learning: Integrating Technology A,included_reference_application_draft,10,coder_agreed_lightweight_rows,full_corpus_lightweight_status_audit_20260609.csv,pending_full_corpus_freeze_authorization,pass_with_caveats,metadata_status_caveat,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_lightweight_status_audit_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,study_terminal_status=included_coder_agreed_correlation_rows_status_draft; final_freeze_handling=Carry coder-agreed correlation rows from combined coder values into final full-corpus freeze application/QA; keep Step 5 inactive.; notes=Metadata/status differences only; 10 of 10 unique agreed rows have at least one coded source-location entry. No new source-value adjudication record was created.; audit_status=completed. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S220,phase1,Pair A,Determinants of Intentions to Use Digital Mental Healthcare Content among Univer,excluded_or_no_target_status_application_draft,0,,phase1_high_confidence_reference_draft_status_20260608.csv,pending_full_corpus_freeze_authorization,pass_status_only,none,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,phase1_high_confidence_reference_draft_status_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,draft_status=excluded_study_status_draft; decision_summary=Exclude: digital mental healthcare chatbot/content acceptance; not educational AI adoption.; notes=Logged exclusion only; no target rows.; exclusion_code=E-FT3. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S221,phase2,Pair D,Use of ChatGPT at University as a Tool for Complex Thinking: Students' Perceived,included_reference_application_draft,15,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S223,phase1,Pair A,Understanding key drivers affecting students' use of artificial intelligence-bas,included_reference_application_draft,21,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S224,phase2,Pair C,"Adoption, use and enhancement of virtual learning during COVID-19",excluded_or_no_target_status_application_draft,0,,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv,pending_full_corpus_freeze_authorization,pass_status_only,none,Confirm status-only handling in final freeze authorization; do not generate Step 5 rows for this study.,phase2_confirmed_exclusion_full_corpus_audit_20260608.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,notes=metadata differences; one-coder-only correlation values; exclusion/source-check; exclusion_code=E-FT3. Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
S225,phase1,Pair B,AI-Based Chatbots Adoption Model for Higher-Education Institutions: A Hybrid PLS,included_reference_application_draft,6,source_checked_or_logged_reference_draft_rows,full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,pending_full_corpus_freeze_authorization,pass,none,Review QA caveats and authorize/record final full-corpus freeze before Step 5.,full_corpus_reference_application_rows_draft_20260609.csv; full_corpus_step4_application_progress_20260608.csv; full_corpus_freeze_gap_map_20260608.csv,Application QA draft only; Step 5 remains inactive until final full-corpus freeze authorization is recorded.
