task_unit_id,study_id,denominator_family,source_condition,field_key,construct_pair,expected_answer_type,available_model_count,available_models,model_coverage_status,answer_state_count,cross_model_behavior_disagreement,correct_models,incorrect_models,abstaining_models,primary_score_status,primary_is_correct,primary_answer_state,review_priority,triage_signals
P2-TASK-00065,S112,converted_or_model_derived_effect_size,converted_or_source_statistic_beta,BI-PE,BI-PE,numeric_effect_size_with_source_type,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P0_expert_review_numeric_or_masem,all_available_models_abstained;high_consequence_numeric;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-00066,S112,converted_or_model_derived_effect_size,converted_or_source_statistic_beta,BI-SI,BI-SI,numeric_effect_size_with_source_type,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P0_expert_review_numeric_or_masem,all_available_models_abstained;high_consequence_numeric;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-00067,S112,converted_or_model_derived_effect_size,converted_or_source_statistic_beta,EE-FC,EE-FC,numeric_effect_size_with_source_type,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P0_expert_review_numeric_or_masem,all_available_models_abstained;high_consequence_numeric;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-00068,S112,converted_or_model_derived_effect_size,converted_or_source_statistic_beta,EE-PE,EE-PE,numeric_effect_size_with_source_type,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P0_expert_review_numeric_or_masem,all_available_models_abstained;high_consequence_numeric;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-00069,S112,converted_or_model_derived_effect_size,converted_or_source_statistic_beta,PE-SI,PE-SI,numeric_effect_size_with_source_type,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P0_expert_review_numeric_or_masem,all_available_models_abstained;high_consequence_numeric;primary_abstention;primary_incorrect;source_or_trace_risk
P2-TASK-00070,S040,metadata_extraction,source_evidence_and_locator_present,Source type,Source type,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,journal,P3_low_priority_after_primary_check,
P2-TASK-00071,S040,metadata_extraction,source_evidence_and_locator_present,Study design,Study design,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,cross sectional,P3_low_priority_after_primary_check,
P2-TASK-00072,S040,metadata_extraction,source_evidence_and_locator_present,Education level,Education level,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,claude:sonnet;codex:gpt-5.5,gemini:gemini-3-flash-preview,,scored,1,undergraduate,P1_review_signal,cross_model_behavior_disagreement
P2-TASK-00073,S040,metadata_extraction,source_evidence_and_locator_present,AI type,AI type,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,generative chatbot ai,P1_review_signal,cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00074,S040,metadata_extraction,source_evidence_and_locator_present,AI tool name,AI tool name,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,institution specific academic assistant chatbot,P1_review_signal,cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00075,S040,metadata_extraction,source_evidence_and_locator_present,Matrix completeness,Matrix completeness,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P1_review_signal,all_available_models_abstained;primary_abstention;primary_incorrect
P2-TASK-00076,S040,metadata_extraction,source_evidence_and_locator_present,Flag,Flag,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P1_review_signal,cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-00077,S224,metadata_extraction,source_evidence_and_locator_present,Source type,Source type,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,journal,P3_low_priority_after_primary_check,
P2-TASK-00078,S224,metadata_extraction,source_evidence_and_locator_present,Study design,Study design,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,cross sectional,P3_low_priority_after_primary_check,
P2-TASK-00079,S224,metadata_extraction,source_evidence_and_locator_present,Education level,Education level,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,mixed higher education,P1_review_signal,cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00080,S224,metadata_extraction,source_evidence_and_locator_present,AI type,AI type,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,not ai specific,P1_review_signal,cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00081,S224,metadata_extraction,source_evidence_and_locator_present,AI tool name,AI tool name,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,,,not_scored_no_locked_answer,,not_scored_no_locked_answer,P2_scoring_completeness_check,primary_not_scored
P2-TASK-00082,S224,metadata_extraction,source_evidence_and_locator_present,Construct count,Construct count,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P1_review_signal,cross_model_behavior_disagreement;primary_not_scored
P2-TASK-00083,S224,metadata_extraction,source_evidence_and_locator_present,Statistic count,Statistic count,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P1_review_signal,cross_model_behavior_disagreement;primary_not_scored
P2-TASK-00084,S224,metadata_extraction,source_evidence_and_locator_present,Matrix completeness,Matrix completeness,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,not_scored_no_locked_answer,,not_scored_no_locked_answer,P1_review_signal,cross_model_behavior_disagreement;primary_not_scored
P2-TASK-00085,S224,metadata_extraction,source_evidence_and_locator_present,Flag,Flag,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,exclude,P1_review_signal,cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00086,S224,eligibility_or_exclusion_decision,source_evidence_and_locator_present,BI-EE,BI-EE,include_exclude_status_and_rationale,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,exclude,P1_review_signal,primary_incorrect
P2-TASK-00087,S224,eligibility_or_exclusion_decision,source_evidence_and_locator_present,BI-FC,BI-FC,include_exclude_status_and_rationale,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,exclude,P1_review_signal,primary_incorrect
P2-TASK-00088,S224,eligibility_or_exclusion_decision,source_evidence_and_locator_present,BI-PE,BI-PE,include_exclude_status_and_rationale,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,exclude,P1_review_signal,primary_incorrect
P2-TASK-00089,S224,eligibility_or_exclusion_decision,source_evidence_and_locator_present,BI-SI,BI-SI,include_exclude_status_and_rationale,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,exclude,P1_review_signal,primary_incorrect
P2-TASK-00090,S224,eligibility_or_exclusion_decision,source_evidence_and_locator_present,BI-UB,BI-UB,include_exclude_status_and_rationale,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,exclude,P1_review_signal,primary_incorrect
P2-TASK-00091,S116,metadata_extraction,source_evidence_and_locator_present,Source type,Source type,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,journal,P3_low_priority_after_primary_check,
P2-TASK-00092,S116,metadata_extraction,source_evidence_and_locator_present,Study design,Study design,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,cross sectional,P3_low_priority_after_primary_check,
P2-TASK-00093,S116,metadata_extraction,source_evidence_and_locator_present,Education level,Education level,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,higher education,P1_review_signal,primary_incorrect
P2-TASK-00094,S116,metadata_extraction,source_evidence_and_locator_present,Matrix completeness,Matrix completeness,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,lower triangular,P1_review_signal,cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00095,S116,metadata_extraction,source_evidence_and_locator_present,Common method bias,Common method bias,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,3,1,claude:sonnet,codex:gpt-5.5;gemini:gemini-3-flash-preview,gemini:gemini-3-flash-preview,scored,0,discussed,P1_review_signal,cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00096,S116,metadata_extraction,source_evidence_and_locator_present,Flag,Flag,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P1_review_signal,cross_model_behavior_disagreement;primary_abstention;primary_incorrect
P2-TASK-00097,S172,metadata_extraction,source_evidence_and_locator_present,Source type,Source type,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,journal,P3_low_priority_after_primary_check,
P2-TASK-00098,S172,metadata_extraction,source_evidence_and_locator_present,Study design,Study design,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,cross sectional,P3_low_priority_after_primary_check,
P2-TASK-00099,S172,metadata_extraction,source_evidence_and_locator_present,AI tool name,AI tool name,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,gemini:gemini-3-flash-preview,,not_scored_no_locked_answer,,not_scored_no_locked_answer,P1_review_signal,cross_model_behavior_disagreement;primary_not_scored
P2-TASK-00100,S172,metadata_extraction,source_evidence_and_locator_present,User role,User role,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,2,1,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,scored,0,students and educators,P1_review_signal,cross_model_behavior_disagreement;primary_incorrect
P2-TASK-00101,S172,metadata_extraction,source_evidence_and_locator_present,Matrix completeness,Matrix completeness,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P1_review_signal,all_available_models_abstained;primary_abstention;primary_incorrect
P2-TASK-00102,S172,metadata_extraction,source_evidence_and_locator_present,Flag,Flag,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P1_review_signal,all_available_models_abstained;primary_abstention;primary_incorrect
P2-TASK-00103,S159,metadata_extraction,source_evidence_and_locator_present,Source type,Source type,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,journal,P3_low_priority_after_primary_check,
P2-TASK-00104,S159,metadata_extraction,source_evidence_and_locator_present,Study design,Study design,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,cross sectional,P3_low_priority_after_primary_check,
P2-TASK-00105,S159,metadata_extraction,source_evidence_and_locator_present,Matrix completeness,Matrix completeness,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P1_review_signal,all_available_models_abstained;primary_abstention;primary_incorrect
P2-TASK-00106,S159,metadata_extraction,source_evidence_and_locator_present,Flag,Flag,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,scored_abstention,0,abstain,P1_review_signal,all_available_models_abstained;primary_abstention;primary_incorrect
P2-TASK-00107,S134,metadata_extraction,source_evidence_and_locator_present,Source type,Source type,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,journal,P3_low_priority_after_primary_check,
P2-TASK-00108,S134,metadata_extraction,source_evidence_and_locator_present,Study design,Study design,metadata_field_value_or_blank,3,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,locked_model_row_available,1,0,claude:sonnet;codex:gpt-5.5;gemini:gemini-3-flash-preview,,,scored,1,cross sectional,P3_low_priority_after_primary_check,
