review_priority,study_id,pair,construct_1,construct_2,r_numeric,sample_size_numeric,source_file,source_location_present,source_packet_exists,value_found_in_source_packet_text,pdf_exists,pdf_text_status,value_found_in_pdf_text,pdf_path_local_only
p1_review_value_not_found_in_any_text,S044,FC-SI,FC,SI,0.57,441.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S044.pdf
p1_review_value_not_found_in_any_text,S044,PE-SI,PE,SI,0.68,441.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S044.pdf
p1_review_value_not_found_in_any_text,S151,FC-UB,FC,UB,0.56,295.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S151.pdf
p1_review_value_not_found_in_any_text,S151,PE-UB,PE,UB,0.57,295.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S151.pdf
p1_review_value_not_found_in_any_text,S151,SE-UB,SE,UB,0.56,295.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S151.pdf
p1_review_value_not_found_in_any_text,S051,ANX-EE,ANX,EE,-0.14,524.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S051.pdf
p1_review_value_not_found_in_any_text,S051,ANX-FC,ANX,FC,-0.34,524.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S051.pdf
p1_review_value_not_found_in_any_text,S051,ANX-PE,ANX,PE,-0.16,524.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S051.pdf
p1_review_value_not_found_in_any_text,S051,ANX-SI,ANX,SI,-0.21,524.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S051.pdf
p1_review_value_not_found_in_any_text,S051,ANX-UB,ANX,UB,-0.06,524.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S051.pdf
p1_review_value_not_found_in_any_text,S086,BI-FC,BI,FC,0.32,235.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf
p1_review_value_not_found_in_any_text,S086,BI-PE,BI,PE,0.64,235.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf
p1_review_value_not_found_in_any_text,S086,EE-SI,EE,SI,0.39,235.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf
p1_review_value_not_found_in_any_text,S086,FC-TRU,FC,TRU,0.41,235.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf
p1_review_value_not_found_in_any_text,S086,PE-SI,PE,SI,0.44,235.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf
p1_review_value_not_found_in_any_text,S086,SI-UB,SI,UB,0.41,235.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S086.pdf
p1_review_value_not_found_in_any_text,S074,ANX-BI,ANX,BI,0.6,1260.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S074.pdf
p1_review_value_not_found_in_any_text,S074,ANX-EE,ANX,EE,0.18,1260.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S074.pdf
p1_review_value_not_found_in_any_text,S074,ATT-BI,ATT,BI,0.64,1260.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S074.pdf
p1_review_value_not_found_in_any_text,S074,ATT-EE,ATT,EE,0.27,1260.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S074.pdf
p1_review_value_not_found_in_any_text,S074,BI-EE,BI,EE,0.33,1260.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S074.pdf
p1_review_value_not_found_in_any_text,S074,BI-PE,BI,PE,0.59,1260.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S074.pdf
p1_review_value_not_found_in_any_text,S074,EE-PE,EE,PE,0.34,1260.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S074.pdf
p1_review_value_not_found_in_any_text,S074,EE-SE,EE,SE,0.3,1260.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S074.pdf
p1_review_value_not_found_in_any_text,S074,PE-SE,PE,SE,0.64,1260.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S074.pdf
p1_review_value_not_found_in_any_text,S189,ATT-BI,ATT,BI,0.4,236.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S189.pdf
p1_review_value_not_found_in_any_text,S189,ATT-EE,ATT,EE,0.36,236.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S189.pdf
p1_review_value_not_found_in_any_text,S189,ATT-PE,ATT,PE,0.39,236.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S189.pdf
p1_review_value_not_found_in_any_text,S120,BI-PE,BI,PE,0.32,351.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S120.pdf
p1_review_value_not_found_in_any_text,S081,BI-FC,BI,FC,0.43,305.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S081.pdf
p1_review_value_not_found_in_any_text,S081,BI-PE,BI,PE,0.41,305.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S081.pdf
p1_review_value_not_found_in_any_text,S081,EE-PE,EE,PE,0.4,305.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S081.pdf
p1_review_value_not_found_in_any_text,S081,EE-SI,EE,SI,0.43,305.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S081.pdf
p1_review_value_not_found_in_any_text,S035,BI-EE,BI,EE,0.74,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,BI-PE,BI,PE,0.68,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,BI-SI,BI,SI,0.74,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,BI-TRU,BI,TRU,0.75,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,EE-SI,EE,SI,0.72,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,EE-TRU,EE,TRU,0.63,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,EE-UB,EE,UB,0.64,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,FC-PE,FC,PE,0.57,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,FC-SI,FC,SI,0.66,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,FC-TRU,FC,TRU,0.73,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,PE-TRU,PE,TRU,0.56,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,PE-UB,PE,UB,0.67,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,SI-TRU,SI,TRU,0.68,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,SI-UB,SI,UB,0.68,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S035,TRU-UB,TRU,UB,0.76,622.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/R1/PDFs/S035.pdf
p1_review_value_not_found_in_any_text,S191,BI-PE,BI,PE,0.76,331.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S191.pdf
p1_review_value_not_found_in_any_text,S191,BI-SE,BI,SE,0.58,331.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S191.pdf
p1_review_value_not_found_in_any_text,S191,BI-UB,BI,UB,0.72,331.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S191.pdf
p1_review_value_not_found_in_any_text,S191,EE-FC,EE,FC,0.62,331.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S191.pdf
p1_review_value_not_found_in_any_text,S191,EE-PE,EE,PE,0.71,331.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S191.pdf
p1_review_value_not_found_in_any_text,S191,EE-SI,EE,SI,0.59,331.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S191.pdf
p1_review_value_not_found_in_any_text,S191,FC-PE,FC,PE,0.56,331.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S191.pdf
p1_review_value_not_found_in_any_text,S191,FC-UB,FC,UB,0.67,331.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S191.pdf
p1_review_value_not_found_in_any_text,S191,PE-SE,PE,SE,0.26,331.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S191.pdf
p1_review_value_not_found_in_any_text,S191,SE-UB,SE,UB,0.58,331.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S191.pdf
p1_review_value_not_found_in_any_text,S217,ATT-TRU,ATT,TRU,0.73,344.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S217.pdf
p1_review_value_not_found_in_any_text,S217,BI-PE,BI,PE,0.75,344.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S217.pdf
p1_review_value_not_found_in_any_text,S217,BI-TRU,BI,TRU,0.78,344.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S217.pdf
p1_review_value_not_found_in_any_text,S217,EE-TRU,EE,TRU,0.8,344.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S217.pdf
p1_review_value_not_found_in_any_text,S166,BI-EE,BI,EE,-0.15,104.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S166.pdf
p1_review_value_not_found_in_any_text,S166,FC-UB,FC,UB,-0.14,104.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S166.pdf
p1_review_value_not_found_in_any_text,S033,ATT-PE,ATT,PE,0.84,437.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S033.pdf
p1_review_value_not_found_in_any_text,S089,BI-PE,BI,PE,0.36,322.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S089.pdf
p1_review_value_not_found_in_any_text,S058,ATT-EE,ATT,EE,0.42,541.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S058.pdf
p1_review_value_not_found_in_any_text,S058,ATT-PE,ATT,PE,0.53,541.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S058.pdf
p1_review_value_not_found_in_any_text,S093,ATT-BI,ATT,BI,0.89,127.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S093.pdf
p1_review_value_not_found_in_any_text,S093,ATT-EE,ATT,EE,0.48,127.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S093.pdf
p1_review_value_not_found_in_any_text,S093,ATT-PE,ATT,PE,0.39,127.0,latest_human_R1_CORRELATIONS,true,true,false,true,ok,false,/Users/newhosung/Library/CloudStorage/OneDrive-SharedLibraries-ThePennsylvaniaStateUniversity/AI Adoption Meta Analysis - Documents/Meta/AI Adoption/PDFs/S093.pdf
