run_id,model_provider,model_id,model_version,procedure_id,prompt_version,run_timestamp_utc,temperature,seed,task_unit_id,study_id,llm_task_family,denominator_family,scoring_eligibility,expected_answer_type,evaluation_unit_text,model_input_text,model_answer,model_answer_normalized,model_source_locator,model_source_quote,model_confidence,abstained,error_code,raw_output_ref,locked_answer_status,lock_timestamp_utc,locked_by,notes
,,,,,,,,,P2-TASK-00001,S080,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S080 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Human consensus value: r=0.436; source=beta; beta=0.436; p<.001 | Source/evidence note: PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet.,Study: S080 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=36; row=2 | Source evidence: PDF Table III reports structural-model path coefficients for UTAUT predictors of BI; no zero-order correlation matrix was located for these specific rows in the review packet. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00034,S192,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: ATT-BI | Human consensus value: r=0.03; source=beta; beta=0.03; p=.37; sig=ns | Source/evidence note: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots.,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: ATT-BI | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=41; row=2 | Source evidence: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00035,S192,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Human consensus value: r=0.03; source=beta; beta=0.03; p=.60; sig=ns | Source/evidence note: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots.,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-EE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=41; row=3 | Source evidence: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00036,S192,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-FC | Human consensus value: r=0.29; source=beta; beta=0.29; p<.001 | Source/evidence note: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots.,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-FC | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=41; row=4 | Source evidence: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00037,S192,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-PE | Human consensus value: r=0.09; source=beta; beta=0.09; p=.12; sig=ns | Source/evidence note: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots.,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-PE | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=41; row=5 | Source evidence: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00038,S192,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-SI | Human consensus value: r=0.32; source=beta; beta=0.32; p<.001 | Source/evidence note: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots.,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-SI | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=41; row=6 | Source evidence: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00039,S192,converted_or_model_derived_effect_size,converted_or_model_derived_effect_size,eligible_after_locked_llm_output_with_source_type_denominator,numeric_effect_size_with_source_type,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-UB | Human consensus value: r=0.27; source=beta; beta=0.27; p<.001 | Source/evidence note: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots.,Study: S192 | Task family: converted_or_model_derived_effect_size | Field/construct pair: BI-UB | Expected answer type: numeric_effect_size_with_source_type | Source locator: table=41; row=7 | Source evidence: PDF Table 5 reports multiple-regression coefficients for medical students’ BI to use AI chatbots. | Notes: Use as path/beta evidence; do not treat as zero-order r unless the protocol converts beta/path values downstream.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00040,S006,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S006 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF Table 6 reports a Fornell-Larcker lower-triangular correlation matrix; source is a journal cross-sectional survey. publication type: journal article; standardized code is journal,Study: S006 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=42; row=2 | Source evidence: PDF Table 6 reports a Fornell-Larcker lower-triangular correlation matrix; source is a journal cross-sectional survey. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00041,S006,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S006 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: cross_sectional | Source/evidence note: PDF Table 6 reports a Fornell-Larcker lower-triangular correlation matrix; source is a journal cross-sectional survey. single-wave survey/cross-sectional design; use standardized underscore code,Study: S006 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=42; row=3 | Source evidence: PDF Table 6 reports a Fornell-Larcker lower-triangular correlation matrix; source is a journal cross-sectional survey. single-wave survey/cross-sectional design; use standardized underscore code | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00042,S006,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S006 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Human consensus value: complete / 1.0 | Source/evidence note: PDF Table 6 reports a Fornell-Larcker lower-triangular correlation matrix; source is a journal cross-sectional survey. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze,Study: S006 | Task family: metadata_extraction | Field/construct pair: Matrix completeness | Expected answer type: metadata_field_value_or_blank | Source locator: table=42; row=4 | Source evidence: PDF Table 6 reports a Fornell-Larcker lower-triangular correlation matrix; source is a journal cross-sectional survey. source table type determines correlation availability; numeric and categorical encodings should be harmonized before freeze | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00043,S006,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S006 | Task family: metadata_extraction | Field/construct pair: Flag | Human consensus value:  | Source/evidence note: PDF Table 6 reports a Fornell-Larcker lower-triangular correlation matrix; source is a journal cross-sectional survey. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone,Study: S006 | Task family: metadata_extraction | Field/construct pair: Flag | Expected answer type: metadata_field_value_or_blank | Source locator: table=42; row=5 | Source evidence: PDF Table 6 reports a Fornell-Larcker lower-triangular correlation matrix; source is a journal cross-sectional survey. flag reflects source/type eligibility and construct taxonomy rather than coder correctness alone | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00044,S003,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S003 | Task family: metadata_extraction | Field/construct pair: Source type | Human consensus value: journal | Source/evidence note: PDF abstract/methods state a survey-based model informed by TAM and UTAUT; sample includes students and educators in higher education. publication type: journal article; standardized code is journal,Study: S003 | Task family: metadata_extraction | Field/construct pair: Source type | Expected answer type: metadata_field_value_or_blank | Source locator: table=43; row=2 | Source evidence: PDF abstract/methods state a survey-based model informed by TAM and UTAUT; sample includes students and educators in higher education. publication type: journal article; standardized code is journal | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,,,,,template_unlocked,,,
,,,,,,,,,P2-TASK-00045,S003,metadata_extraction,metadata_extraction,eligible_after_locked_llm_output,metadata_field_value_or_blank,Study: S003 | Task family: metadata_extraction | Field/construct pair: Study design | Human consensus value: cross_sectional | Source/evidence note: PDF abstract/methods state a survey-based model informed by TAM and UTAUT; sample includes students and educators in higher education. single-wave survey/cross-sectional design; use standardized underscore code,Study: S003 | Task family: metadata_extraction | Field/construct pair: Study design | Expected answer type: metadata_field_value_or_blank | Source locator: table=43; row=3 | Source evidence: PDF abstract/methods state a survey-based model informed by TAM and UTAUT; sample includes students and educators in higher education. single-wave survey/cross-sectional design; use standardized underscore code | Notes: Use this as the source-adjudicated metadata value; harmonize codebook spelling before reference freeze.,,,,,,,,,template_unlocked,,,
